ticker,cap,vol,zcap,zvol,azcap,azvol,score
PETRONET.NS,41306.25057220459,1.0857889406160826,0.6998917473108304,-1.8467230758680435,0.6998917473108304,1.8467230758680435,2.546614823178874
BOSCHLTD.NS,63179.990478515625,1.3570424440844175,1.1458468349081128,-1.3914178355832656,1.1458468349081128,1.3914178355832656,2.5372646704913784
AXISBANK.NS,46668.92920710755,1.1881811292041675,0.8092243914141014,-1.674855433856833,0.8092243914141014,1.674855433856833,2.484079825270934
TECHM.NS,63798.075,1.410122223518318,1.158448152200066,-1.3023222057742436,1.158448152200066,1.3023222057742436,2.46077035797431
INDUSINDBK.NS,76669.30818587723,1.613268085038556,1.420862899174214,-0.961337207941294,1.420862899174214,0.961337207941294,2.382200107115508
ASIANPAINT.NS,39236.07482910156,1.1695124319663026,0.6576856404076887,-1.706191271267251,0.6576856404076887,1.706191271267251,2.3638769116749394
DCM.NS,108.5461125,3.4999912661686348,-0.1400343915125405,2.205571017579824,0.1400343915125405,2.205571017579824,2.345605409092365
OBCL.NS,226.57433991994856,3.4948185936376626,-0.1376280682809641,2.196888567843636,0.1376280682809641,2.196888567843636,2.3345166361246004
MUTHOOTFIN.NS,53200.45370832825,1.3879617116177612,0.9423871058635532,-1.3395191343547237,0.9423871058635532,1.3395191343547237,2.281906240218277
PFC.NS,37835.6470035553,1.222539569589303,0.629134148239906,-1.617184001947787,0.629134148239906,1.617184001947787,2.246318150187693
SUNPHARMA.NS,26837.66933029175,1.1021817073216291,0.4049107590215803,-1.8192074401679776,0.4049107590215803,1.8192074401679776,2.224118199189558
HONAUT.NS,43798.00013671875,1.3160186683297663,0.7506927717388842,-1.4602771861115833,0.7506927717388842,1.4602771861115833,2.210969957850468
SANOFI.NS,18226.92443847656,1.024224273513344,0.2293575381752735,-1.9500607846528333,0.2293575381752735,1.9500607846528333,2.179418322828107
ABBOTINDIA.NS,52491.88224887695,1.463230358777989,0.9279409686861898,-1.2131789800599122,0.9279409686861898,1.2131789800599122,2.141119948746102
NDTV.NS,827.1821946754455,3.3624893720775444,-0.1253830598998493,1.9747709278915289,0.1253830598998493,1.9747709278915289,2.100153987791378
COLPAL.NS,5265.81886824646,0.9587260394287896,-0.0348894993540479,-2.060001076028933,0.0348894993540479,2.060001076028933,2.094890575382981
